"PCOE","202.71840","1.10400","0.005445978"
"CCLibrariesService","202.71840","2.18400","0.010773566"
"LMS","202.71840","5.13360","0.025323800"
"IMS","202.71840","5.13360","0.025323800"
"CloudTest","202.71840","10.29120","0.050765987"
"FFC","202.71840","10.29120","0.050765987"
"ANS","202.71840","21.09120","0.104041861"
"","202.71840","147.48960","0.727559021"
